scaffold	type	Quality
NC_007636.1 Enterobacteria phage K1F, complete genome	lytic	high quality draft
NC_021534.1 Vibrio phage pYD38-A genomic sequence	lytic	medium quality draft
NC_055748.1 Klebsiella phage Mineola, complete genome	lytic	high quality draft
NC_048008.1 Salmonella phage S126, complete genome	lytic	high quality draft
NC_055906.1 Staphylococcus phage vB_SauP_EBHT, complete genome	lytic	medium quality draft
NC_055735.1 Vibrio phage 1.238.A._10N.261.52.F10, partial genome	lytic	high quality draft
NC_024389.1 Leuconostoc phage phiLNTR2, complete genome	lytic	medium quality draft
NC_042019.1 Aeromonas phage AS-gz, complete genome	lytic	high quality draft
NC_028910.1 Mycobacterium phage XFactor, complete genome	lysogenic	medium quality draft
NC_052656.1 Escherichia phage anhysbys, complete genome	lytic	high quality draft
NC_051707.1 Mycobacterium phage SassyB, complete genome	lysogenic	medium quality draft
NC_030953.1 Shigella phage SHFML-11, complete genome	lytic	high quality draft
NC_046956.1 Bellinger River virus isolate J248, complete genome	lytic	low quality draft
NC_031056.1 Bacillus phage Deep Blue, complete genome	lytic	high quality draft
NC_041979.1 Escherichia coli O157 typing phage 1, complete genome	lytic	high quality draft
NC_061439.1 Pseudomonas phage vB_PaeS_PcyII-40_PfII40a isolate PfII40A_reads genome assembly, chromosome: PFII40A	lytic	medium quality draft
NC_047745.1 Listeria phage LP-124, complete genome	lytic	high quality draft
NC_006548.1 Pseudomonas phage B3, complete genome	lysogenic	medium quality draft
NC_047783.1 Klebsiella phage vB_KpnP_KpV48, complete genome	lytic	high quality draft
NC_042107.1 Pseudomonas phage NV1, complete genome	lytic	high quality draft
NC_025438.1 Mycobacterium phage Soto, complete genome	lytic	high quality draft
NC_048645.1 Cronobacter phage vB_CsaM_leB, complete genome	lytic	high quality draft
NC_055016.1 Lactococcus phage vB_LacS_15, complete genome	lytic	medium quality draft
NC_047960.1 Enterobacteria phage vB_EcoS_IME347, complete genome	lytic	high quality draft
NC_031233.1 Gordonia phage Kita, complete genome	lysogenic	high quality draft
NC_041958.1 Roseobacter phage RDJL Phi 2, complete genome	lytic	medium quality draft
NC_048709.1 Vibrio phage YC, complete genome	lytic	high quality draft
NC_042094.1 Vibrio phage Ceto, complete genome	lytic	high quality draft
NC_047920.1 Citrobacter phage vB_CroP_CrRp3, complete genome	lytic	high quality draft
NC_051723.1 Mycobacterium phage Soul22, complete genome	lysogenic	medium quality draft
NC_052459.1 Mycobacterium phage Rohr, complete genome	lytic	high quality draft
NC_054779.1 Mycobacterium phage Blinn1, complete genome	lytic	high quality draft
NC_048664.1 Cronobacter phage vB_CsaP_009 DNA, complete genome	lytic	high quality draft
NC_055808.1 Gordonia terrae phage McKinley, complete genome	lytic	low quality draft
NC_042095.1 Vibrio phage Thalassa, complete genome	lytic	high quality draft
NC_028812.1 Proteus phage pPM_01, complete genome	lytic	high quality draft
NC_047823.1 Citrobacter phage CF1 DK-2017, complete genome	lytic	high quality draft
NC_054989.1 Brevibacterium phage AGM1, complete genome	lytic	low quality draft
NC_025471.1 Idiomarinaceae phage Phi1M2-2, complete genome	lytic	medium quality draft
NC_027125.1 Flavobacterium phage FCL-2, complete genome	lytic	high quality draft
NC_048052.1 Dickeya phage vB_DsoP_JA10, complete genome	lytic	high quality draft
NC_011103.1 Rhizobium phage 16-3, complete genome	lysogenic	high quality draft
NC_028829.1 Vibrio phage ValKK3, complete genome	lytic	high quality draft
NC_016657.1 Cyanophage 9515-10a, complete genome	lytic	high quality draft
NC_047840.1 Xanthomonas phage phi Xc10, complete genome	lytic	high quality draft
NC_041985.1 Mycobacterium phage Switzer, complete genome	lytic	high quality draft
NC_052937.1 Microbacterium phage Noelani, complete genome	lytic	low quality draft
NC_028662.1 Mycobacterium phage Phlei, complete genome	lytic	high quality draft
NC_041941.1 Arthrobacter phage HunterDalle, complete genome	lytic	high quality draft
NC_011267.1 Mycobacterium phage Solon, complete genome	lytic	high quality draft
NC_009993.2 Mycobacterium phage Giles, complete genome	lysogenic	low quality draft
NC_039064.1 Camel associated porprismacovirus 1 isolate DcSCV_c1378, complete genome	lytic	low quality draft
NC_049414.1 Lactococcus phage 96403, complete genome	lytic	low quality draft
NC_051625.1 Mycobacterium Phage Niklas, complete genome	lysogenic	high quality draft
NC_047970.1 Klebsiella virus KP32 isolate 195, complete genome	lytic	high quality draft
NC_011287.1 Mycobacterium phage Pacc40, complete genome	lysogenic	medium quality draft
NC_048090.1 Microbacterium phage Armstrong, complete genome	lytic	high quality draft
NC_051592.1 Mycobacterium phage Patt, complete genome	lysogenic	medium quality draft
NC_003907.2 Vibrio phage VpV262, complete genome	lytic	medium quality draft
NC_051736.1 Mycobacterium phage Arib1, complete genome	lysogenic	medium quality draft
NC_011057.1 Mycobacterium phage Phaedrus, complete genome	lytic	high quality draft
NC_033696.1 Jingmen tombus-like virus 2 strain JMYJCC11049 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	lytic	low quality draft
NC_047946.1 Ralstonia phage RsoP1EGY, complete genome	lysogenic	high quality draft
NC_051676.1 Mycobacterium phage KristaRAM, complete genome	lysogenic	medium quality draft
NC_008799.1 Staphylococcus phage phiETA3, complete genome	lysogenic	high quality draft
NC_049476.1 Lactococcus phage P4565, complete genome	lytic	low quality draft
NC_049445.1 Acinetobacter phage AbTZA1, complete genome	lytic	high quality draft
NC_054795.1 Mycobacterium phage Cerulean, complete genome	lysogenic	high quality draft
NC_042074.1 Vibrio phage JSF10, complete genome	lytic	high quality draft
NC_049966.1 Bacillus phage vB_BthP-Goe4, complete genome	lytic	high quality draft
NC_047991.1 Gordonia phage Trine, complete genome	lytic	high quality draft
NC_047739.1 Lactobacillus phage ATCC 8014-B2, complete genome	lysogenic	high quality draft
NC_055729.1 Uncultured Caudovirales phage clone 2F_1, partial genome	lysogenic	low quality draft
NC_007917.1 Clostridium phage phi CD119, complete genome	lysogenic	high quality draft
NC_031111.1 Mycobacterium phage Gompeii16, complete genome	lytic	high quality draft
NC_027387.1 Escherichia phage CICC 80001, complete genome	lytic	high quality draft
NC_048810.1 Gordonia phage Chikenjars, complete genome	lytic	medium quality draft
NC_028688.1 Klebsiella phage vB_Kp1, complete genome	lytic	high quality draft
NC_047701.1 Uncultured phage_MedDCM-OCT-S42-C7 DNA, complete genome, group G8, isolate: uvMED-CGR-C97-MedDCM-OCT-S42-C7	lysogenic	high quality draft
NC_019542.1 Pectobacterium phage PP1, complete genome	lytic	high quality draft
NC_031004.1 Gordonia phage Nyceirae, complete genome	lysogenic	low quality draft
NC_021856.1 Bacillus phage phiNIT1 DNA, complete genome	lytic	high quality draft
NC_019767.1 Enterobacteria phage HK544, complete genome	lysogenic	high quality draft
NC_048188.1 Rheinheimera phage vB_RspM_Barba8S, complete genome	lytic	high quality draft
NC_019725.1 Escherichia phage ADB-2, complete genome	lytic	high quality draft
NC_009737.2 Bacillus virus 1, complete genome	lysogenic	high quality draft
NC_041832.1 Campylobacter phage vB_CcoM-IBB_35 clone Contig4, complete sequence	lytic	low quality draft
NC_052994.1 Salmonella phage BPS1, complete genome	lytic	high quality draft
NC_047752.1 Burkholderia phage vB_BceM_AP3, complete genome	lysogenic	medium quality draft
NC_054941.1 Shigella phage Sf23, complete genome	lytic	high quality draft
NC_014595.1 Shigella phage SP18, complete genome	lytic	high quality draft
NC_047746.1 Vibrio phage Vc1, complete genome	lytic	high quality draft
NC_035111.1 Lake Sinai Virus SA1 ORF1, RNA-dependent RNA polymerase, and ORF4 genes, complete cds	lytic	low quality draft
NC_049829.1 Escherichia phage aalborv, complete genome	lytic	high quality draft
NC_037062.1 Varroa mite associated genomovirus 1 isolate VPVL_36, complete genome	lytic	low quality draft
NC_019509.1 Cronobacter phage ESP2949-1, complete genome	lytic	high quality draft
NC_031048.1 Enterobacter phage Arya, complete genome	lytic	high quality draft
NC_049474.1 Lactococcus phage P1532, complete genome	lytic	low quality draft
NC_006949.1 Enterobacteria phage ES18, complete genome	lysogenic	high quality draft
NC_055887.1 CrAssphage cr271_1, complete genome	lytic	low quality draft
NC_026924.1 Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome	lytic	high quality draft
NC_027370.1 Propionibacterium phage PHL179M00, complete genome	lytic	high quality draft
NC_011356.1 Enterobacteria phage YYZ-2008, complete prophage genome	lysogenic	high quality draft
NC_031226.1 Gordonia phage BaxterFox, complete genome	lysogenic	high quality draft
NC_051694.1 Mycobacterium phage OlympiaSaint, complete genome	lysogenic	medium quality draft
NC_019457.1 Vibrio phage CP-T1, complete genome	lytic	high quality draft
NC_055744.1 Synechococcus phage S-B64, complete genome	lytic	high quality draft
NC_042338.1 Mycobacterium virus MacnCheese, complete genome	lysogenic	high quality draft
NC_008355.1 Chlamydia phage 3, complete genome	lytic	low quality draft
NC_051639.1 Mycobacterium phage Burwell21, complete genome	lysogenic	medium quality draft
NC_001502.1 Moloney murine sarcoma virus, complete genome	lytic	low quality draft
NC_048643.1 Clostridium phage CDKM15, complete genome	lysogenic	high quality draft
NC_049487.1 Lactococcus phage CHPC964, complete genome	lytic	low quality draft
NC_003298.1 Enterobacteria phage T3, complete genome	lytic	high quality draft
NC_007825.1 Coliphage ID52, complete genome	lytic	low quality draft
NC_022746.1 Pseudomonas phage MPK6, complete genome	lytic	high quality draft
NC_031264.1 Brucella phage BiPBO1, complete genome	lysogenic	medium quality draft
NC_049457.1 Escherichia phage vB_EcoM-12474III, complete genome	lysogenic	high quality draft
NC_028859.1 Staphylococcus phage B166, complete genome	lysogenic	high quality draft
NC_047989.1 Microbacterium phage RobsFeet, complete genome	lytic	medium quality draft
NC_044940.1 Pectobacterium phage PEAT2, complete genome	lytic	medium quality draft
NC_004173.1 Pseudomonas phage phi12 segment L, complete sequence	lytic	low quality draft
NC_042084.1 Escherichia phage VB_EcoS-Golestan, complete genome	lytic	high quality draft
NC_004166.2 Bacteriophage SPP1 complete nucleotide sequence	lytic	high quality draft
NC_040552.1 Cacao swollen shoot Ghana L virus isolate GCR329-14, complete genome	lytic	low quality draft
NC_048757.1 Nodularia phage vB_NspS-kac68v161, complete genome	lytic	medium quality draft
NC_054773.1 Mycobacterium phage Pistachio, complete genome	lysogenic	high quality draft
NC_054996.1 Lactococcus phage 62402, complete genome	lytic	medium quality draft
NC_055752.1 Gordonia phage KimmyK, complete genome	lysogenic	low quality draft
NC_047876.1 Bordetella phage CN1, complete genome	lytic	high quality draft
NC_003315.1 Haemophilus phage HP2, complete genome	lysogenic	medium quality draft
NC_051680.1 Mycobacterium phage Mantra, complete genome	lysogenic	medium quality draft
NC_053243.1 Gordonia phage EMoore, complete genome	lytic	low quality draft
NC_003220.1 Planaria asexual strain-specific virus-like element type 1 large DNA segment, complete genome	lytic	low quality draft
NC_015568.1 Clostridium phage phiCD38-2, complete genome	lysogenic	high quality draft
NC_055017.1 Lactococcus phage PC_B1, complete genome	lytic	medium quality draft
NC_003444.1 Enterobacteria phage SfV, complete genome	lysogenic	high quality draft
NC_020477.1 Bacillus phage Eoghan, complete genome	lytic	high quality draft
NC_048855.1 Phage NBEco002, complete genome	lytic	high quality draft
NC_055024.1 Staphylococcus phage SpT152, complete genome	lysogenic	high quality draft
NC_028935.2 Escherichia phage SUSP2, complete genome	lytic	high quality draft
NC_011801.1 Lactobacillus phage Lv-1, complete genome	lysogenic	high quality draft
NC_055763.1 Gordonia phage Marietta, complete genome	lytic	high quality draft
NC_002661.2 Staphylococcus phage phiSLT, complete genome	lysogenic	high quality draft
NC_014461.1 Mycobacterium phage LeBron, complete genome	lysogenic	high quality draft
NC_020480.1 Bacillus phage Finn, complete genome	lytic	high quality draft
NC_028810.1 Mycobacterium phage Rufus, complete genome	lytic	high quality draft
NC_041874.1 Escherichia phage JMPW1, complete genome	lytic	high quality draft
NC_055826.1 Bacteriophage DSS3_VP1, complete genome	lytic	high quality draft
NC_011054.1 Mycobacterium phage Boomer, complete genome	lysogenic	medium quality draft
NC_049462.1 Klebsiella phage Magnus, complete genome	lytic	high quality draft
NC_049831.1 Shigella virus Sfin-3, complete genome	lytic	high quality draft
NC_049444.1 Klebsiella phage Pylas, complete genome	lytic	high quality draft
NC_047845.1 Agrobacterium phage Atu_ph02, complete genome	lytic	high quality draft
NC_031085.1 Shigella phage SHBML-50-1, complete genome	lytic	high quality draft
NC_019928.1 Helicobacter phage KHP30 DNA, complete genome	lysogenic	high quality draft
NC_055736.1 Vibrio phage 1.245.O._10N.261.54.C7, partial genome	lytic	high quality draft
NC_024487.1 Drosophila subobscura Nora virus, complete genome	lytic	low quality draft
NC_019421.1 Clostridium phage phiMMP02, complete genome	lysogenic	high quality draft
NC_029066.1 Pseudomonas phage PS-1 DNA, complete sequence	lysogenic	high quality draft
NC_049963.1 Bacillus phage Juan, complete genome	lytic	high quality draft
NC_031103.1 Escherichia phage vB_EcoM-UFV13, complete genome	lytic	high quality draft
NC_028768.1 Achromobacter phage JWX, complete genome	lytic	high quality draft
NC_029074.1 Gordonia phage GordTnk2, complete genome	lysogenic	high quality draft
NC_031081.1 Escherichia phage Envy, complete genome	lytic	medium quality draft
NC_030923.1 Pseudomonas phage YMC11/06/C171_PPU_BP, complete genome	lytic	high quality draft
NC_048082.1 Enterobacteria phage vB_EcoP_IME390, complete genome	lytic	high quality draft
NC_029007.1 Ralstonia phage RSJ5 DNA, complete genome	lytic	high quality draft
NC_023748.1 Mycobacterium phage SkiPole, complete genome	lytic	high quality draft
NC_047976.1 Microbacterium phage Paschalis, complete genome	lytic	medium quality draft
NC_008193.1 Pasteurella phage F108, complete genome	lysogenic	medium quality draft
NC_055823.1 Acinetobacter phage VB_ApiP_XC38, complete genome	lytic	high quality draft
NC_029005.2 Streptomyces phage phiSAJS1, complete genome	lytic	high quality draft
NC_047794.1 Streptomyces phage Picard, complete genome	lytic	high quality draft
NC_048712.1 Clostridium phage susfortuna, complete genome	lytic	medium quality draft
NC_024215.1 Lactococcus phage P078, complete genome	lytic	medium quality draft
NC_006268.1 Sulfolobus virus STSV1, complete genome	lysogenic	low quality draft
NC_018838.1 Propionibacterium phage P100_A, complete genome	lytic	high quality draft
NC_028815.1 Mycobacterium phage Nhonho, complete genome	lytic	high quality draft
NC_012530.1 Lactobacillus phage Lb338-1, complete genome	lytic	high quality draft
NC_028997.1 Enterobacteria phage JenP2, complete genome	lytic	high quality draft
NC_051633.1 Mycobacterium phage ArcusAngelus, complete genome	lysogenic	medium quality draft
NC_024121.1 Serratia phage PS2, complete genome	lytic	high quality draft
